school_code,school_name,Year,Value
3364,Wamoon Public School,2011,92.2
3364,Wamoon Public School,2012,91.8
3364,Wamoon Public School,2013,92.3
3364,Wamoon Public School,2014,92.8
3364,Wamoon Public School,2015,94.5
3364,Wamoon Public School,2016,93.2
3364,Wamoon Public School,2017,91.8
3364,Wamoon Public School,2018,90.5
3364,Wamoon Public School,2019,89.9
3364,Wamoon Public School,2021,89.7
3364,Wamoon Public School,2022,84.4
3365,Wanaaring Public School,2011,86.9
3365,Wanaaring Public School,2012,90.4
3365,Wanaaring Public School,2013,91.4
3365,Wanaaring Public School,2014,sp
3365,Wanaaring Public School,2015,sp
3365,Wanaaring Public School,2016,86.9
3365,Wanaaring Public School,2017,94.7
3365,Wanaaring Public School,2018,88.8
3365,Wanaaring Public School,2019,81.2
3365,Wanaaring Public School,2021,83.4
3365,Wanaaring Public School,2022,83.5
5568,Wangee Park School,2021,78
5568,Wangee Park School,2022,70.3
3373,Wangi Wangi Public School,2011,93.6
3373,Wangi Wangi Public School,2012,94.7
3373,Wangi Wangi Public School,2013,94
3373,Wangi Wangi Public School,2014,94.6
3373,Wangi Wangi Public School,2015,94.6
3373,Wangi Wangi Public School,2016,94.2
3373,Wangi Wangi Public School,2017,94.6
3373,Wangi Wangi Public School,2018,94.2
3373,Wangi Wangi Public School,2019,91.8
3373,Wangi Wangi Public School,2021,91
3373,Wangi Wangi Public School,2022,88.6
3960,Waniora Public School,2011,94.1
3960,Waniora Public School,2012,94.8
3960,Waniora Public School,2013,95.3
3960,Waniora Public School,2014,96.3
3960,Waniora Public School,2015,94.7
3960,Waniora Public School,2016,94.5
3960,Waniora Public School,2017,94.6
3960,Waniora Public School,2018,93.1
3960,Waniora Public School,2019,93
3960,Waniora Public School,2021,91.5
3960,Waniora Public School,2022,86.3
3377,Waratah Public School,2011,93.2
3377,Waratah Public School,2012,93.6
3377,Waratah Public School,2013,93.5
3377,Waratah Public School,2014,93.8
3377,Waratah Public School,2015,92.6
3377,Waratah Public School,2016,92.2
3377,Waratah Public School,2017,93
3377,Waratah Public School,2018,91.9
3377,Waratah Public School,2019,91.6
3377,Waratah Public School,2021,90.3
3377,Waratah Public School,2022,89.8
3932,Waratah West Public School,2011,90.7
3932,Waratah West Public School,2012,91.8
3932,Waratah West Public School,2013,91.9
3932,Waratah West Public School,2014,93.5
3932,Waratah West Public School,2015,91.4
3932,Waratah West Public School,2016,89.6
3932,Waratah West Public School,2017,91.7
3932,Waratah West Public School,2018,90
3932,Waratah West Public School,2019,88.5
3932,Waratah West Public School,2021,86.4
3932,Waratah West Public School,2022,82.3
3378,Wardell Public School,2011,93.8
3378,Wardell Public School,2012,93.8
3378,Wardell Public School,2013,94
3378,Wardell Public School,2014,91.8
3378,Wardell Public School,2015,96.2
3378,Wardell Public School,2016,94.2
3378,Wardell Public School,2017,92.8
3378,Wardell Public School,2018,92.9
3378,Wardell Public School,2019,93.1
3378,Wardell Public School,2021,92.2
3378,Wardell Public School,2022,82
8519,Warialda High School,2011,87.2
8519,Warialda High School,2012,84.5
8519,Warialda High School,2013,85.7
8519,Warialda High School,2014,85.2
8519,Warialda High School,2015,83
8519,Warialda High School,2016,84
8519,Warialda High School,2017,86
8519,Warialda High School,2018,80.9
8519,Warialda High School,2019,85.6
8519,Warialda High School,2021,83
8519,Warialda High School,2022,81.7
3382,Warialda Public School,2011,91.8
3382,Warialda Public School,2012,91.3
3382,Warialda Public School,2013,91.6
3382,Warialda Public School,2014,91.6
3382,Warialda Public School,2015,93.1
3382,Warialda Public School,2016,91.7
3382,Warialda Public School,2017,92.3
3382,Warialda Public School,2018,91.3
3382,Warialda Public School,2019,91
3382,Warialda Public School,2021,91
3382,Warialda Public School,2022,86.9
8418,Warilla High School,2011,88.4
8418,Warilla High School,2012,87
8418,Warilla High School,2013,90.4
8418,Warilla High School,2014,89.3
8418,Warilla High School,2015,88.6
8418,Warilla High School,2016,90.9
8418,Warilla High School,2017,88.8
8418,Warilla High School,2018,87.2
8418,Warilla High School,2019,86.1
8418,Warilla High School,2021,83.2
8418,Warilla High School,2022,78.4
4333,Warilla North Public School,2011,88.6
4333,Warilla North Public School,2012,91
4333,Warilla North Public School,2013,92.2
4333,Warilla North Public School,2014,93
4333,Warilla North Public School,2015,90.8
4333,Warilla North Public School,2016,90.1
4333,Warilla North Public School,2017,89.2
4333,Warilla North Public School,2018,89.9
4333,Warilla North Public School,2019,88.9
4333,Warilla North Public School,2021,88.2
4333,Warilla North Public School,2022,82.9
4005,Warilla Public School,2011,91.8
4005,Warilla Public School,2012,91.5
4005,Warilla Public School,2013,92.2
4005,Warilla Public School,2014,92.7
4005,Warilla Public School,2015,92.9
4005,Warilla Public School,2016,91.9
4005,Warilla Public School,2017,92.3
4005,Warilla Public School,2018,92.1
4005,Warilla Public School,2019,91.3
4005,Warilla Public School,2021,90
4005,Warilla Public School,2022,84.2
8440,Warners Bay High School,2011,91.5
8440,Warners Bay High School,2012,92.2
8440,Warners Bay High School,2013,92.3
8440,Warners Bay High School,2014,93.1
8440,Warners Bay High School,2015,92.5
8440,Warners Bay High School,2016,91.9
8440,Warners Bay High School,2017,92.5
8440,Warners Bay High School,2018,92.5
8440,Warners Bay High School,2019,92
8440,Warners Bay High School,2021,88.9
8440,Warners Bay High School,2022,84.3
3384,Warners Bay Public School,2011,95.1
3384,Warners Bay Public School,2012,95.7
3384,Warners Bay Public School,2013,96
3384,Warners Bay Public School,2014,94.4
3384,Warners Bay Public School,2015,94.8
3384,Warners Bay Public School,2016,94.3
3384,Warners Bay Public School,2017,93.8
3384,Warners Bay Public School,2018,93.5
3384,Warners Bay Public School,2019,92.6
3384,Warners Bay Public School,2021,92.9
3384,Warners Bay Public School,2022,88.1
4117,Warnervale Public School,2011,94.5
4117,Warnervale Public School,2012,94
4117,Warnervale Public School,2013,94.2
4117,Warnervale Public School,2014,93.9
4117,Warnervale Public School,2015,94
4117,Warnervale Public School,2016,93.5
4117,Warnervale Public School,2017,94.1
4117,Warnervale Public School,2018,92.3
4117,Warnervale Public School,2019,91.5
4117,Warnervale Public School,2021,90.7
4117,Warnervale Public School,2022,83.3
3744,Warragamba Public School,2011,94.4
3744,Warragamba Public School,2012,93.5
3744,Warragamba Public School,2013,94.3
3744,Warragamba Public School,2014,94.2
3744,Warragamba Public School,2015,94
3744,Warragamba Public School,2016,93.4
3744,Warragamba Public School,2017,94
3744,Warragamba Public School,2018,93.4
3744,Warragamba Public School,2019,91.6
3744,Warragamba Public School,2021,93
3744,Warragamba Public School,2022,86.4
3390,Warrawee Public School,2011,95.6
3390,Warrawee Public School,2012,96
3390,Warrawee Public School,2013,96.2
3390,Warrawee Public School,2014,96.4
3390,Warrawee Public School,2015,96.3
3390,Warrawee Public School,2016,96.1
3390,Warrawee Public School,2017,96
3390,Warrawee Public School,2018,95.4
3390,Warrawee Public School,2019,95.2
3390,Warrawee Public School,2021,95.5
3390,Warrawee Public School,2022,91.4
8480,Warrawong High School,2011,85.3
8480,Warrawong High School,2012,89.7
8480,Warrawong High School,2013,86.3
8480,Warrawong High School,2014,89.2
8480,Warrawong High School,2015,87.7
8480,Warrawong High School,2016,84.7
8480,Warrawong High School,2017,87.4
8480,Warrawong High School,2018,84.9
8480,Warrawong High School,2019,86.2
8480,Warrawong High School,2021,85
8480,Warrawong High School,2022,76.3
3104,Warrawong Public School,2011,91.6
3104,Warrawong Public School,2012,91.4
3104,Warrawong Public School,2013,92.5
3104,Warrawong Public School,2014,91.4
3104,Warrawong Public School,2015,90.9
3104,Warrawong Public School,2016,91
3104,Warrawong Public School,2017,90.5
3104,Warrawong Public School,2018,89.2
3104,Warrawong Public School,2019,89.5
3104,Warrawong Public School,2021,88.5
3104,Warrawong Public School,2022,83.5
3392,Warren Central School,2011,87.4
3392,Warren Central School,2012,85.2
3392,Warren Central School,2013,88.1
3392,Warren Central School,2014,93.8
3392,Warren Central School,2015,88.5
3392,Warren Central School,2016,86.8
3392,Warren Central School,2017,88
3392,Warren Central School,2018,82.8
3392,Warren Central School,2019,82.2
3392,Warren Central School,2021,82.1
3392,Warren Central School,2022,76.3
4195,Warrimoo Public School,2011,95.5
4195,Warrimoo Public School,2012,96
4195,Warrimoo Public School,2013,95.9
4195,Warrimoo Public School,2014,95.9
4195,Warrimoo Public School,2015,92.6
4195,Warrimoo Public School,2016,95.6
4195,Warrimoo Public School,2017,94.8
4195,Warrimoo Public School,2018,94.5
4195,Warrimoo Public School,2019,93.2
4195,Warrimoo Public School,2021,92.4
4195,Warrimoo Public School,2022,88.2
3678,Warwick Farm Public School,2011,93.9
3678,Warwick Farm Public School,2012,94.2
3678,Warwick Farm Public School,2013,93.4
3678,Warwick Farm Public School,2014,92.3
3678,Warwick Farm Public School,2015,92.2
3678,Warwick Farm Public School,2016,92.8
3678,Warwick Farm Public School,2017,92.8
3678,Warwick Farm Public School,2018,91.4
3678,Warwick Farm Public School,2019,90.4
3678,Warwick Farm Public School,2021,91.4
3678,Warwick Farm Public School,2022,84.8
3396,Waterfall Public School,2011,96.3
3396,Waterfall Public School,2012,95.3
3396,Waterfall Public School,2013,96.9
3396,Waterfall Public School,2014,95.1
3396,Waterfall Public School,2015,95.4
3396,Waterfall Public School,2016,95.6
3396,Waterfall Public School,2017,93.9
3396,Waterfall Public School,2018,92.2
3396,Waterfall Public School,2019,93.2
3396,Waterfall Public School,2021,86.8
3396,Waterfall Public School,2022,87.9
4059,Wattawa Heights Public School,2011,95.1
4059,Wattawa Heights Public School,2012,94.3
4059,Wattawa Heights Public School,2013,94.8
4059,Wattawa Heights Public School,2014,94.1
4059,Wattawa Heights Public School,2015,93
4059,Wattawa Heights Public School,2016,93
4059,Wattawa Heights Public School,2017,91.8
4059,Wattawa Heights Public School,2018,93.2
4059,Wattawa Heights Public School,2019,89.8
4059,Wattawa Heights Public School,2021,91.1
4059,Wattawa Heights Public School,2022,84.2
3402,Wattle Flat Public School,2011,90.4
3402,Wattle Flat Public School,2012,91.3
3402,Wattle Flat Public School,2013,93.1
3402,Wattle Flat Public School,2014,93.7
3402,Wattle Flat Public School,2015,93.6
3402,Wattle Flat Public School,2016,94.1
3402,Wattle Flat Public School,2017,91.6
3402,Wattle Flat Public School,2018,93.5
3402,Wattle Flat Public School,2019,85.7
3402,Wattle Flat Public School,2021,89.6
3402,Wattle Flat Public School,2022,84.2
3871,Wattle Grove Public School,2011,95
3871,Wattle Grove Public School,2012,94.8
3871,Wattle Grove Public School,2013,94.9
3871,Wattle Grove Public School,2014,95.1
3871,Wattle Grove Public School,2015,94.9
3871,Wattle Grove Public School,2016,95.1
3871,Wattle Grove Public School,2017,95.3
3871,Wattle Grove Public School,2018,95.1
3871,Wattle Grove Public School,2019,94.6
3871,Wattle Grove Public School,2021,93.3
3871,Wattle Grove Public School,2022,89.1
8173,Wauchope High School,2011,88.3
8173,Wauchope High School,2012,87.2
8173,Wauchope High School,2013,89
8173,Wauchope High School,2014,87.9
8173,Wauchope High School,2015,88.2
8173,Wauchope High School,2016,88.1
8173,Wauchope High School,2017,87
8173,Wauchope High School,2018,84.5
8173,Wauchope High School,2019,85.7
8173,Wauchope High School,2021,78.9
8173,Wauchope High School,2022,75.4
3404,Wauchope Public School,2011,92.4
3404,Wauchope Public School,2012,92.7
3404,Wauchope Public School,2013,92.4
3404,Wauchope Public School,2014,92.9
3404,Wauchope Public School,2015,92.2
3404,Wauchope Public School,2016,93
3404,Wauchope Public School,2017,92.9
3404,Wauchope Public School,2018,91.2
3404,Wauchope Public School,2019,92.4
3404,Wauchope Public School,2021,88.8
3404,Wauchope Public School,2022,82.8
3953,Waverley Public School,2011,96.1
3953,Waverley Public School,2012,95.5
3953,Waverley Public School,2013,96
3953,Waverley Public School,2014,96.3
3953,Waverley Public School,2015,94
3953,Waverley Public School,2016,94.4
3953,Waverley Public School,2017,94.8
3953,Waverley Public School,2018,95.1
3953,Waverley Public School,2019,95.2
3953,Waverley Public School,2021,94.7
3953,Waverley Public School,2022,91.7
3412,Wee Jasper Public School,2011,97
3412,Wee Jasper Public School,2012,95.8
3412,Wee Jasper Public School,2013,95.5
3412,Wee Jasper Public School,2014,94.6
3412,Wee Jasper Public School,2015,94
3412,Wee Jasper Public School,2016,96.8
3412,Wee Jasper Public School,2017,sp
3412,Wee Jasper Public School,2018,91.8
3412,Wee Jasper Public School,2019,sp
3412,Wee Jasper Public School,2021,sp
3412,Wee Jasper Public School,2022,sp
8270,Wee Waa High School,2011,84.5
8270,Wee Waa High School,2012,84.9
8270,Wee Waa High School,2013,84.2
8270,Wee Waa High School,2014,83.2
8270,Wee Waa High School,2015,82.7
8270,Wee Waa High School,2016,87.2
8270,Wee Waa High School,2017,85.4
8270,Wee Waa High School,2018,84.7
8270,Wee Waa High School,2019,83.5
8270,Wee Waa High School,2021,74.8
8270,Wee Waa High School,2022,72.3
3416,Wee Waa Public School,2011,91.9
3416,Wee Waa Public School,2012,91.2
3416,Wee Waa Public School,2013,88.6
3416,Wee Waa Public School,2014,89.3
3416,Wee Waa Public School,2015,89.5
3416,Wee Waa Public School,2016,89.8
3416,Wee Waa Public School,2017,91.9
3416,Wee Waa Public School,2018,89
3416,Wee Waa Public School,2019,88.1
3416,Wee Waa Public School,2021,85.2
3416,Wee Waa Public School,2022,78.1
3415,Weethalle Public School,2011,93.2
3415,Weethalle Public School,2012,92.9
3415,Weethalle Public School,2013,91.6
3415,Weethalle Public School,2014,94.2
3415,Weethalle Public School,2015,93.3
3415,Weethalle Public School,2016,91.1
3415,Weethalle Public School,2017,90.2
3415,Weethalle Public School,2018,90.9
3415,Weethalle Public School,2019,92.9
3415,Weethalle Public School,2021,89.5
3415,Weethalle Public School,2022,84.1
4305,Weilmoringle Public School,2011,sp
4305,Weilmoringle Public School,2012,88.8
4305,Weilmoringle Public School,2013,90.5
4305,Weilmoringle Public School,2014,90.1
4305,Weilmoringle Public School,2015,92.7
4305,Weilmoringle Public School,2016,87.9
4305,Weilmoringle Public School,2017,88.4
4305,Weilmoringle Public School,2018,95.9
4305,Weilmoringle Public School,2019,80
4305,Weilmoringle Public School,2021,74.7
4305,Weilmoringle Public School,2022,sp
8197,Wellington High School,2011,80.7
8197,Wellington High School,2012,83.4
8197,Wellington High School,2013,86
8197,Wellington High School,2014,86.1
8197,Wellington High School,2015,82.2
8197,Wellington High School,2016,80.6
8197,Wellington High School,2017,79.6
8197,Wellington High School,2018,77.2
8197,Wellington High School,2019,81.6
8197,Wellington High School,2021,75.2
8197,Wellington High School,2022,70.8
3420,Wellington Public School,2011,89.9
3420,Wellington Public School,2012,88.2
3420,Wellington Public School,2013,89.4
3420,Wellington Public School,2014,90.6
3420,Wellington Public School,2015,90.4
3420,Wellington Public School,2016,89.7
3420,Wellington Public School,2017,90.6
3420,Wellington Public School,2018,90
3420,Wellington Public School,2019,88.9
3420,Wellington Public School,2021,85.6
3420,Wellington Public School,2022,82
3422,Wentworth Falls Public School,2011,93.2
3422,Wentworth Falls Public School,2012,93.5
3422,Wentworth Falls Public School,2013,94.1
3422,Wentworth Falls Public School,2014,94.1
3422,Wentworth Falls Public School,2015,94.2
3422,Wentworth Falls Public School,2016,92.2
3422,Wentworth Falls Public School,2017,92.8
3422,Wentworth Falls Public School,2018,92.1
3422,Wentworth Falls Public School,2019,92.2
3422,Wentworth Falls Public School,2021,91.5
3422,Wentworth Falls Public School,2022,87
4662,Wentworth Point Public School,2018,92.8
4662,Wentworth Point Public School,2019,91.4
4662,Wentworth Point Public School,2021,93.9
4662,Wentworth Point Public School,2022,88.5
3421,Wentworth Public School,2011,90.5
3421,Wentworth Public School,2012,90.1
3421,Wentworth Public School,2013,93
3421,Wentworth Public School,2014,93.8
3421,Wentworth Public School,2015,92
3421,Wentworth Public School,2016,92.6
3421,Wentworth Public School,2017,90.5
3421,Wentworth Public School,2018,88.5
3421,Wentworth Public School,2019,89.1
3421,Wentworth Public School,2021,82.1
3421,Wentworth Public School,2022,77.6
3423,Wentworthville Public School,2011,95
3423,Wentworthville Public School,2012,93.6
3423,Wentworthville Public School,2013,94.4
3423,Wentworthville Public School,2014,94.8
3423,Wentworthville Public School,2015,93
3423,Wentworthville Public School,2016,94.4
3423,Wentworthville Public School,2017,93.5
3423,Wentworthville Public School,2018,95.4
3423,Wentworthville Public School,2019,93.1
3423,Wentworthville Public School,2021,93.8
3423,Wentworthville Public School,2022,88.1
4541,Werrington County Public School,2011,93.8
4541,Werrington County Public School,2012,93.3
4541,Werrington County Public School,2013,94.8
4541,Werrington County Public School,2014,94.7
4541,Werrington County Public School,2015,93.6
4541,Werrington County Public School,2016,93.8
4541,Werrington County Public School,2017,92.9
4541,Werrington County Public School,2018,92.4
4541,Werrington County Public School,2019,92.3
4541,Werrington County Public School,2021,91.9
4541,Werrington County Public School,2022,83.6
4473,Werrington Public School,2011,92.6
4473,Werrington Public School,2012,91.5
4473,Werrington Public School,2013,92.5
4473,Werrington Public School,2014,92.2
4473,Werrington Public School,2015,91.3
4473,Werrington Public School,2016,91.1
4473,Werrington Public School,2017,91.3
4473,Werrington Public School,2018,91.4
4473,Werrington Public School,2019,91.9
4473,Werrington Public School,2021,90.8
4473,Werrington Public School,2022,82.6
3425,Werris Creek Public School,2011,93.3
3425,Werris Creek Public School,2012,94
3425,Werris Creek Public School,2013,93.9
3425,Werris Creek Public School,2014,93.7
3425,Werris Creek Public School,2015,91.7
3425,Werris Creek Public School,2016,90
3425,Werris Creek Public School,2017,91.3
3425,Werris Creek Public School,2018,90.3
3425,Werris Creek Public School,2019,89.5
3425,Werris Creek Public School,2021,88.9
3425,Werris Creek Public School,2022,82.6
2858,West Pennant Hills Public School,2011,96
2858,West Pennant Hills Public School,2012,96.2
2858,West Pennant Hills Public School,2013,96.2
2858,West Pennant Hills Public School,2014,96.3
2858,West Pennant Hills Public School,2015,95.7
2858,West Pennant Hills Public School,2016,95.4
2858,West Pennant Hills Public School,2017,96.8
2858,West Pennant Hills Public School,2018,95.4
2858,West Pennant Hills Public School,2019,95.6
2858,West Pennant Hills Public School,2021,95
2858,West Pennant Hills Public School,2022,88.4
4283,West Pymble Public School,2011,95.1
4283,West Pymble Public School,2012,94.1
4283,West Pymble Public School,2013,96.2
4283,West Pymble Public School,2014,96.5
4283,West Pymble Public School,2015,96
4283,West Pymble Public School,2016,95.6
4283,West Pymble Public School,2017,96.5
4283,West Pymble Public School,2018,96.6
4283,West Pymble Public School,2019,95.2
4283,West Pymble Public School,2021,95.7
4283,West Pymble Public School,2022,91.9
3023,West Ryde Public School,2011,96.4
3023,West Ryde Public School,2012,96
3023,West Ryde Public School,2013,96.7
3023,West Ryde Public School,2014,96.8
3023,West Ryde Public School,2015,95.5
3023,West Ryde Public School,2016,95.9
3023,West Ryde Public School,2017,95.7
3023,West Ryde Public School,2018,95.7
3023,West Ryde Public School,2019,94.4
3023,West Ryde Public School,2021,96.1
3023,West Ryde Public School,2022,91.7
8411,West Wallsend High School,2011,87.1
8411,West Wallsend High School,2012,89.2
8411,West Wallsend High School,2013,88.1
8411,West Wallsend High School,2014,88.3
8411,West Wallsend High School,2015,87.6
8411,West Wallsend High School,2016,86.5
8411,West Wallsend High School,2017,89.4
8411,West Wallsend High School,2018,86.5
8411,West Wallsend High School,2019,87
8411,West Wallsend High School,2021,85.8
8411,West Wallsend High School,2022,79.8
3358,West Wallsend Public School,2011,92.1
3358,West Wallsend Public School,2012,93.7
3358,West Wallsend Public School,2013,93.6
3358,West Wallsend Public School,2014,93.1
3358,West Wallsend Public School,2015,93.8
3358,West Wallsend Public School,2016,91.9
3358,West Wallsend Public School,2017,93.1
3358,West Wallsend Public School,2018,92.3
3358,West Wallsend Public School,2019,92.5
3358,West Wallsend Public School,2021,92.5
3358,West Wallsend Public School,2022,89
8392,West Wyalong High School,2011,90.9
8392,West Wyalong High School,2012,89.1
8392,West Wyalong High School,2013,90.1
8392,West Wyalong High School,2014,90.9
8392,West Wyalong High School,2015,89.9
8392,West Wyalong High School,2016,88.6
8392,West Wyalong High School,2017,90.8
8392,West Wyalong High School,2018,88.9
8392,West Wyalong High School,2019,86.2
8392,West Wyalong High School,2021,83.3
8392,West Wyalong High School,2022,79.7
3519,West Wyalong Public School,2011,92.2
3519,West Wyalong Public School,2012,93.2
3519,West Wyalong Public School,2013,93.6
3519,West Wyalong Public School,2014,93.2
3519,West Wyalong Public School,2015,93.2
3519,West Wyalong Public School,2016,93.5
3519,West Wyalong Public School,2017,92.8
3519,West Wyalong Public School,2018,93.1
3519,West Wyalong Public School,2019,92.1
3519,West Wyalong Public School,2021,90.4
3519,West Wyalong Public School,2022,87.6
3428,Westdale Public School,2011,93.3
3428,Westdale Public School,2012,93.3
3428,Westdale Public School,2013,93.3
3428,Westdale Public School,2014,93.5
3428,Westdale Public School,2015,92.7
3428,Westdale Public School,2016,92.6
3428,Westdale Public School,2017,92.9
3428,Westdale Public School,2018,92.5
3428,Westdale Public School,2019,92
3428,Westdale Public School,2021,90
3428,Westdale Public School,2022,86.8
8384,Westfields Sports High School,2011,92.4
8384,Westfields Sports High School,2012,92.3
8384,Westfields Sports High School,2013,93.1
8384,Westfields Sports High School,2014,93.1
8384,Westfields Sports High School,2015,92.6
8384,Westfields Sports High School,2016,92.3
8384,Westfields Sports High School,2017,91.4
8384,Westfields Sports High School,2018,92.4
8384,Westfields Sports High School,2019,89.8
8384,Westfields Sports High School,2021,88.9
8384,Westfields Sports High School,2022,81.5
5238,Westlawn Public School,2011,95.3
5238,Westlawn Public School,2012,94.3
5238,Westlawn Public School,2013,94.9
5238,Westlawn Public School,2014,95.4
5238,Westlawn Public School,2015,94.6
5238,Westlawn Public School,2016,94.1
5238,Westlawn Public School,2017,94.5
5238,Westlawn Public School,2018,93.7
5238,Westlawn Public School,2019,94.2
5238,Westlawn Public School,2021,92
5238,Westlawn Public School,2022,88.7
3883,Westmead Public School,2011,95.8
3883,Westmead Public School,2012,95.3
3883,Westmead Public School,2013,96.1
3883,Westmead Public School,2014,96.1
3883,Westmead Public School,2015,94.5
3883,Westmead Public School,2016,95.7
3883,Westmead Public School,2017,94.5
3883,Westmead Public School,2018,94.3
3883,Westmead Public School,2019,93.4
3883,Westmead Public School,2021,94.9
3883,Westmead Public School,2022,86.8
3431,Weston Public School,2011,92.2
3431,Weston Public School,2012,91.5
3431,Weston Public School,2013,92.8
3431,Weston Public School,2014,92.7
3431,Weston Public School,2015,91
3431,Weston Public School,2016,90
3431,Weston Public School,2017,91.6
3431,Weston Public School,2018,91.6
3431,Weston Public School,2019,91
3431,Weston Public School,2021,88.5
3431,Weston Public School,2022,85.7
4411,Westport Public School,2011,91.7
4411,Westport Public School,2012,91.7
4411,Westport Public School,2013,92.1
4411,Westport Public School,2014,93.2
4411,Westport Public School,2015,91.6
4411,Westport Public School,2016,93
4411,Westport Public School,2017,91.8
4411,Westport Public School,2018,91.1
4411,Westport Public School,2019,88.8
4411,Westport Public School,2021,87.2
4411,Westport Public School,2022,81.1
5653,Wewak Street School,2021,83
5653,Wewak Street School,2022,79
4378,Whalan Public School,2011,88.7
4378,Whalan Public School,2012,88.7
4378,Whalan Public School,2013,90.1
4378,Whalan Public School,2014,91.2
4378,Whalan Public School,2015,89.6
4378,Whalan Public School,2016,89.5
4378,Whalan Public School,2017,89.7
4378,Whalan Public School,2018,90.6
4378,Whalan Public School,2019,89.6
4378,Whalan Public School,2021,86.5
4378,Whalan Public School,2022,85.1
4249,Wheeler Heights Public School,2011,94.7
4249,Wheeler Heights Public School,2012,94.9
4249,Wheeler Heights Public School,2013,96
4249,Wheeler Heights Public School,2014,95.3
4249,Wheeler Heights Public School,2015,95
4249,Wheeler Heights Public School,2016,95.3
4249,Wheeler Heights Public School,2017,95.1
4249,Wheeler Heights Public School,2018,94.3
4249,Wheeler Heights Public School,2019,94.5
4249,Wheeler Heights Public School,2021,94.1
4249,Wheeler Heights Public School,2022,90.3
2980,Whian Whian Public School,2011,87
2980,Whian Whian Public School,2012,92.3
2980,Whian Whian Public School,2013,92.9
2980,Whian Whian Public School,2014,94.7
2980,Whian Whian Public School,2015,96
2980,Whian Whian Public School,2016,94.2
2980,Whian Whian Public School,2017,93
2980,Whian Whian Public School,2018,89.5
2980,Whian Whian Public School,2019,89.1
2980,Whian Whian Public School,2021,85.9
2980,Whian Whian Public School,2022,85
3435,White Cliffs Public School,2011,sp
3435,White Cliffs Public School,2012,94.6
3435,White Cliffs Public School,2013,sp
3435,White Cliffs Public School,2014,97.9
3435,White Cliffs Public School,2015,90.4
3435,White Cliffs Public School,2016,97.2
3435,White Cliffs Public School,2017,97.4
3435,White Cliffs Public School,2018,96.6
3435,White Cliffs Public School,2019,97.4
3435,White Cliffs Public School,2021,96.2
3435,White Cliffs Public School,2022,87.5
8390,Whitebridge High School,2011,89.1
8390,Whitebridge High School,2012,89.8
8390,Whitebridge High School,2013,90.2
8390,Whitebridge High School,2014,90
8390,Whitebridge High School,2015,88.5
8390,Whitebridge High School,2016,91.9
8390,Whitebridge High School,2017,88.8
8390,Whitebridge High School,2018,87.5
8390,Whitebridge High School,2019,88.3
8390,Whitebridge High School,2021,86.7
8390,Whitebridge High School,2022,82.2
3438,Whitton-Murrami Public School,2011,94
3438,Whitton-Murrami Public School,2012,94.1
3438,Whitton-Murrami Public School,2013,87
3438,Whitton-Murrami Public School,2014,89
3438,Whitton-Murrami Public School,2015,93
3438,Whitton-Murrami Public School,2016,95.2
3438,Whitton-Murrami Public School,2017,94
3438,Whitton-Murrami Public School,2018,93.4
3438,Whitton-Murrami Public School,2019,93.2
3438,Whitton-Murrami Public School,2021,91.5
3438,Whitton-Murrami Public School,2022,88.5
3439,Wiangaree Public School,2011,95.7
3439,Wiangaree Public School,2012,96.9
3439,Wiangaree Public School,2013,92.7
3439,Wiangaree Public School,2014,95.9
3439,Wiangaree Public School,2015,95.8
3439,Wiangaree Public School,2016,91.3
3439,Wiangaree Public School,2017,90.9
3439,Wiangaree Public School,2018,90
3439,Wiangaree Public School,2019,88.7
3439,Wiangaree Public School,2021,79.7
3439,Wiangaree Public School,2022,75.4
4474,Widemere Public School,2011,95.7
4474,Widemere Public School,2012,94.7
4474,Widemere Public School,2013,95
4474,Widemere Public School,2014,96
4474,Widemere Public School,2015,95.4
4474,Widemere Public School,2016,95.6
4474,Widemere Public School,2017,95.3
4474,Widemere Public School,2018,94.1
4474,Widemere Public School,2019,93.3
4474,Widemere Public School,2021,93.5
4474,Widemere Public School,2022,89
4433,Wideview Public School,2011,94.9
4433,Wideview Public School,2012,95.7
4433,Wideview Public School,2013,95.9
4433,Wideview Public School,2014,96.2
4433,Wideview Public School,2015,95.3
4433,Wideview Public School,2016,96.9
4433,Wideview Public School,2017,95.5
4433,Wideview Public School,2018,94.8
4433,Wideview Public School,2019,94.6
4433,Wideview Public School,2021,93.5
4433,Wideview Public School,2022,88.5
3441,Wilberforce Public School,2011,94.5
3441,Wilberforce Public School,2012,92.8
3441,Wilberforce Public School,2013,94.7
3441,Wilberforce Public School,2014,94.5
3441,Wilberforce Public School,2015,95.3
3441,Wilberforce Public School,2016,94.6
3441,Wilberforce Public School,2017,94.6
3441,Wilberforce Public School,2018,94.3
3441,Wilberforce Public School,2019,93.9
3441,Wilberforce Public School,2021,93.2
3441,Wilberforce Public School,2022,85.6
3442,Wilcannia Central School,2011,64.5
3442,Wilcannia Central School,2012,61.8
3442,Wilcannia Central School,2013,64
3442,Wilcannia Central School,2014,72.9
3442,Wilcannia Central School,2015,69.7
3442,Wilcannia Central School,2016,66.2
3442,Wilcannia Central School,2017,62.7
3442,Wilcannia Central School,2018,59.4
3442,Wilcannia Central School,2019,66.6
3442,Wilcannia Central School,2021,51.4
3442,Wilcannia Central School,2022,50.6
8888,Wiley Park Girls High School,2011,89.5
